Orthogroup,Leersia_perrieri,Oryza_barthii,Oryza_brachyantha,Oryza_glaberrima,Oryza_glumaepatula,Oryza_meridionalis,Oryza_nivara,Oryza_punctata,Oryza_rufipogon,Oryza_sativa_IR8,Oryza_sativa_N22,Oryza_sativa_vg_indica,Oryza_sativa_vg_japonica,Total
OG0003476,1,2,2,1,2,1,2,6,2,2,2,2,2,27
OG0003477,1,2,0,1,2,4,3,3,2,2,4,1,2,27
OG0003478,1,1,1,2,2,1,2,8,2,2,1,2,2,27
OG0003479,1,2,3,1,2,1,2,1,3,3,4,1,3,27
OG0003480,1,2,1,2,2,3,1,3,2,3,3,1,3,27
OG0003481,3,2,3,1,1,4,2,3,1,2,2,1,2,27
OG0003482,2,1,0,1,5,1,4,2,1,3,1,1,5,27
OG0003483,3,2,1,2,1,5,2,1,2,2,3,1,2,27
OG0003484,1,2,1,2,2,2,2,3,2,2,3,1,4,27
OG0003485,2,3,2,2,2,0,2,1,1,4,4,2,2,27
OG0003486,1,2,0,1,2,2,2,3,2,2,6,2,2,27
OG0003487,2,1,3,1,1,5,1,1,2,4,4,1,1,27
OG0003488,2,1,2,2,2,2,3,2,2,3,3,1,2,27
OG0003489,3,2,1,2,2,2,2,2,2,2,2,2,3,27
OG0003490,3,1,0,3,1,6,1,2,4,1,2,2,1,27
OG0003491,2,1,1,2,3,3,3,1,2,3,3,2,1,27
OG0003492,2,2,2,1,3,2,2,2,2,3,2,2,2,27
OG0003493,4,2,1,1,3,0,3,1,4,2,2,1,3,27
OG0003494,2,6,1,2,1,0,1,1,1,5,3,1,3,27
OG0003495,2,2,2,2,2,1,3,4,2,2,1,2,2,27
OG0003496,1,2,2,2,1,0,1,2,4,5,5,1,1,27
OG0003497,1,2,5,1,5,1,2,2,2,2,2,1,1,27
OG0003498,1,1,1,4,3,2,2,1,1,4,2,3,2,27
OG0003499,1,2,4,1,3,1,1,1,2,3,3,1,4,27
OG0003500,2,1,1,3,6,0,2,4,2,1,1,2,2,27
OG0003501,1,3,4,0,4,3,3,2,1,1,1,1,3,27
OG0003503,2,2,3,1,3,1,2,2,1,8,0,1,1,27
OG0003504,3,1,1,2,1,1,2,3,4,2,2,2,3,27
OG0003505,1,3,2,3,3,1,2,1,2,3,2,2,2,27
OG0003506,5,1,1,1,2,1,1,4,6,3,0,1,1,27
OG0003507,1,2,3,2,3,1,3,2,2,3,1,1,3,27
OG0003508,7,1,2,1,1,2,1,4,1,3,2,1,1,27
OG0003509,2,2,1,2,3,1,3,2,1,2,3,3,2,27
OG0003510,1,1,3,1,1,3,4,2,4,1,1,1,4,27
OG0003511,1,2,2,3,3,5,1,1,3,2,0,2,2,27
OG0003512,4,2,1,3,3,2,2,2,2,1,1,2,2,27
OG0003513,4,3,1,5,1,0,3,1,3,1,3,1,1,27
OG0003514,1,2,2,2,3,4,2,3,2,1,1,1,3,27
OG0003515,1,3,2,2,2,0,4,1,3,2,3,1,3,27
OG0003516,1,2,2,2,2,3,2,2,2,3,3,2,1,27
OG0003517,4,2,2,2,2,2,2,2,2,2,1,2,2,27
OG0003518,3,2,4,1,1,2,2,1,1,4,4,1,1,27
OG0003519,4,3,4,3,3,4,1,1,1,0,1,1,1,27
OG0003520,1,1,3,1,3,2,1,1,2,6,3,1,2,27
OG0003521,3,3,1,3,2,1,2,2,2,1,3,2,2,27
OG0003522,1,2,2,2,1,1,2,5,2,2,1,2,4,27
OG0003523,3,3,1,2,2,5,3,1,2,2,0,1,2,27
OG0003524,2,3,1,2,2,1,2,2,2,5,2,1,2,27
OG0003525,1,2,3,3,3,2,3,1,1,3,1,1,3,27
OG0003526,2,2,4,2,2,1,0,1,3,3,3,1,3,27
OG0003528,2,1,3,3,2,1,3,1,2,2,3,2,2,27
OG0003529,2,2,1,2,3,0,3,2,2,1,5,2,2,27
OG0003530,3,2,2,2,2,2,2,1,2,2,1,4,2,27
OG0003531,2,2,1,0,2,0,5,2,4,2,2,1,4,27
OG0003532,4,1,2,1,1,1,1,1,4,5,3,1,2,27
OG0003533,2,2,3,2,3,1,4,2,1,2,2,1,2,27
OG0003534,2,2,2,2,2,1,2,2,3,3,2,2,2,27
OG0003535,4,2,1,1,2,4,4,1,2,1,0,1,4,27
OG0003536,1,3,1,2,2,2,2,1,2,3,3,3,2,27
OG0003537,2,2,3,1,1,0,2,8,4,0,0,1,3,27
OG0003538,2,1,4,1,1,4,1,2,1,4,4,1,1,27
OG0003539,2,1,2,3,1,2,1,6,1,3,2,1,2,27
OG0003540,1,3,3,2,2,7,1,1,1,2,1,1,2,27
OG0003541,2,2,1,1,3,2,3,3,2,3,2,1,2,27
OG0003542,1,3,3,2,2,1,2,2,2,3,2,1,3,27
OG0003543,2,1,2,3,1,4,1,2,2,2,2,2,3,27
OG0003545,1,3,3,2,3,3,1,2,1,2,2,1,3,27
OG0003546,2,1,1,1,4,2,3,1,1,3,4,1,3,27
OG0003547,1,1,0,2,2,1,1,3,2,6,5,1,2,27
OG0003548,1,1,0,4,3,2,2,1,2,4,3,2,2,27
OG0003549,2,3,1,2,2,1,1,4,3,2,3,1,2,27
OG0003550,1,3,1,2,2,4,3,2,2,2,1,2,2,27
OG0003551,1,1,1,2,3,5,2,1,2,3,3,1,2,27
OG0003552,3,1,2,2,2,4,2,4,2,1,1,1,2,27
OG0003553,1,2,4,2,1,2,2,1,1,4,3,1,3,27
OG0003554,3,1,1,0,1,5,1,2,2,1,6,1,3,27
OG0003555,1,3,1,3,4,0,3,4,1,3,2,1,1,27
OG0003556,3,2,1,2,2,3,3,2,1,2,2,2,2,27
OG0003558,1,2,2,1,2,4,2,3,2,2,2,2,2,27
OG0003559,2,2,1,2,2,3,2,2,2,4,1,2,2,27
OG0003560,6,2,1,1,2,1,2,2,2,2,2,2,2,27
OG0003561,3,2,1,1,2,2,2,1,2,3,3,2,3,27
OG0003562,1,2,4,2,2,0,2,3,2,3,2,2,2,27
OG0003563,1,1,1,0,2,3,2,2,3,4,3,1,4,27
OG0003564,2,1,1,1,3,3,6,3,2,1,1,1,2,27
OG0003565,1,1,1,2,2,1,2,1,4,4,1,1,6,27
OG0003566,1,3,6,1,1,0,3,1,3,2,2,2,2,27
OG0003567,2,2,2,1,2,2,2,2,3,2,2,2,3,27
OG0003568,3,2,0,2,2,4,1,2,1,4,4,1,1,27
OG0003569,1,2,3,1,2,4,3,2,3,1,3,1,1,27
OG0003570,2,2,4,2,2,1,2,2,2,2,2,2,2,27
OG0003571,2,2,2,2,4,2,1,2,2,1,1,2,4,27
OG0003572,1,3,1,2,3,2,3,3,1,2,2,1,3,27
OG0003573,2,1,1,1,1,4,2,0,4,3,1,2,5,27
OG0003574,4,1,1,4,2,0,2,3,2,2,1,1,4,27
OG0003575,3,1,4,1,4,1,1,2,2,3,3,1,1,27
OG0003576,1,2,2,0,2,3,2,5,2,1,4,1,2,27
OG0003577,6,2,1,1,2,2,2,1,1,2,2,3,2,27
OG0003578,1,4,0,3,6,3,2,0,2,1,1,1,3,27
OG0003579,1,1,4,1,1,4,1,2,1,5,3,2,1,27
OG0003580,1,2,1,2,3,0,3,2,2,5,3,1,2,27
OG0003581,2,1,2,1,2,2,2,2,2,1,7,1,2,27
OG0003582,2,2,3,3,2,3,2,2,3,1,1,2,1,27
OG0003583,2,2,3,1,1,2,3,5,1,3,2,1,1,27
OG0003584,2,1,1,1,4,2,3,1,3,7,0,1,1,27
OG0003585,2,1,1,1,2,2,2,4,2,4,2,2,2,27
OG0003586,2,1,2,4,1,4,1,4,1,2,3,1,1,27
OG0003587,1,3,1,2,3,3,4,2,3,2,0,1,2,27
OG0003588,1,3,4,0,2,2,2,4,2,2,2,1,2,27
OG0003589,1,1,6,0,2,4,2,1,2,4,2,1,1,27
OG0003590,3,2,2,0,2,2,3,3,2,3,1,1,3,27
OG0003591,2,1,1,1,4,4,2,1,2,2,3,1,3,27
OG0003592,2,2,1,2,2,2,2,1,2,4,1,1,5,27
OG0003593,2,2,2,1,1,2,1,3,3,3,2,3,2,27
OG0003594,1,1,2,1,5,0,3,2,5,3,2,1,1,27
OG0003595,1,2,1,2,3,0,4,2,4,2,2,1,3,27
OG0003596,2,2,2,2,2,2,2,3,2,2,2,2,2,27
OG0003597,2,1,1,1,1,3,2,1,5,4,3,1,2,27
OG0003598,1,2,1,2,2,3,3,1,2,3,3,2,2,27
OG0003599,2,2,4,2,2,1,2,3,2,2,2,1,2,27
OG0003600,1,1,1,2,2,4,2,2,2,3,2,1,4,27
OG0003601,4,2,2,2,1,1,2,1,2,3,2,2,3,27
OG0003602,3,2,3,2,1,0,5,2,2,3,1,2,1,27
OG0003603,6,1,0,2,4,0,3,0,1,3,1,1,5,27
OG0003604,1,2,1,2,3,2,3,1,3,3,3,2,1,27
OG0003605,4,2,1,1,4,0,2,1,5,3,1,2,1,27
OG0003606,1,2,3,0,3,1,3,3,1,4,0,2,4,27
OG0003607,2,1,4,1,4,2,2,2,1,2,2,1,3,27
OG0003608,1,1,3,1,2,1,3,2,5,1,3,1,3,27
OG0003609,1,1,1,4,1,1,1,1,1,6,6,1,2,27
OG0003610,2,2,1,3,2,3,3,4,1,2,2,1,1,27
OG0003611,4,1,3,3,2,3,2,1,3,1,0,0,4,27
OG0003612,1,4,4,3,1,1,2,1,2,2,1,1,4,27
OG0003613,2,2,4,1,1,2,2,2,1,3,2,2,3,27
OG0003614,2,2,2,2,1,3,2,2,2,2,3,2,2,27
OG0003615,4,1,2,2,2,1,1,6,1,1,1,3,2,27
OG0003616,2,2,2,2,2,1,2,2,3,2,2,2,3,27
OG0003617,3,2,3,2,3,1,3,1,2,2,1,2,2,27
OG0003618,2,2,1,2,3,2,2,3,2,2,3,2,1,27
OG0003619,1,1,2,1,3,3,2,3,3,1,3,1,3,27
OG0003620,3,3,2,2,0,0,2,2,2,1,1,3,6,27
OG0003621,1,5,0,0,2,1,2,3,2,2,5,3,1,27
OG0003622,3,2,0,2,3,0,2,3,2,1,1,4,4,27
OG0003623,2,2,1,1,2,2,3,2,3,3,2,2,2,27
OG0003624,1,1,1,3,3,3,3,1,1,2,1,2,5,27
OG0003625,1,1,0,1,1,1,1,1,5,6,4,1,4,27
OG0003626,2,2,3,2,3,3,2,2,3,2,0,1,2,27
OG0003627,1,1,5,0,2,2,2,3,2,3,2,2,2,27
OG0003628,3,3,2,2,1,1,2,2,2,2,3,2,2,27
OG0003629,2,2,0,3,0,4,2,1,2,4,3,2,2,27
OG0003630,1,2,1,2,2,3,2,2,1,4,3,2,2,27
OG0003631,1,3,1,4,2,2,2,2,2,1,2,2,3,27
OG0003632,7,1,0,1,2,3,1,1,2,2,2,1,4,27
OG0003633,1,1,4,3,3,1,4,1,1,4,0,1,3,27
OG0003634,1,3,3,2,2,3,1,2,2,2,2,3,1,27
OG0003635,1,3,1,3,3,2,3,1,2,1,2,2,3,27
OG0003636,1,3,0,3,3,3,3,1,3,1,1,2,3,27
OG0003637,4,2,2,2,2,2,2,2,2,1,2,1,3,27
OG0003638,1,2,3,2,0,2,2,5,2,3,2,2,1,27
OG0003639,1,1,3,2,2,4,2,2,2,2,2,1,3,27
OG0003640,2,1,3,1,1,3,3,2,2,3,3,1,2,27
OG0003641,3,2,1,2,3,3,2,3,2,1,2,1,2,27
OG0003642,1,1,0,3,1,5,1,1,4,3,1,1,5,27
OG0003644,2,2,1,3,1,2,2,3,2,3,2,1,3,27
OG0003684,1,1,1,0,3,0,1,1,5,6,4,1,2,26
OG0003685,2,2,2,2,2,2,2,2,1,2,1,3,3,26
OG0003686,4,3,1,0,2,3,3,3,2,1,1,1,2,26
OG0003687,2,2,1,2,2,2,2,2,2,2,2,3,2,26
OG0003688,2,3,2,0,3,1,2,3,3,1,1,2,3,26
OG0003689,1,1,1,1,3,3,3,3,1,3,3,1,2,26
OG0003690,1,3,1,2,1,1,5,2,2,2,2,2,2,26
OG0003691,1,1,1,3,2,3,3,2,3,1,2,1,3,26
OG0003692,2,1,2,2,2,3,2,2,2,2,2,2,2,26
OG0003693,2,1,4,1,1,4,1,2,2,5,1,1,1,26
OG0003695,2,2,2,2,2,1,2,2,2,3,2,2,2,26
OG0003696,4,1,2,2,2,4,2,1,1,2,2,1,2,26
OG0003697,3,2,1,2,2,2,1,2,2,5,0,2,2,26
OG0003698,1,2,1,2,1,0,3,2,3,3,3,2,3,26
OG0003699,1,1,1,1,2,5,2,1,3,2,2,2,3,26
OG0003700,1,2,0,1,2,1,3,1,3,2,4,3,3,26
OG0003701,2,4,2,1,4,1,1,2,2,2,2,1,2,26
OG0003702,3,2,1,3,2,2,2,2,1,5,1,1,1,26
OG0003703,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003704,2,1,1,0,4,2,6,4,1,1,1,1,2,26
OG0003705,2,2,2,1,2,2,2,3,1,2,4,2,1,26
OG0003706,1,2,1,2,1,3,3,1,2,3,3,2,2,26
OG0003707,1,2,3,0,2,2,2,3,2,2,2,3,2,26
OG0003709,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003710,2,2,2,1,1,3,3,1,3,2,2,2,2,26
OG0003711,1,3,1,0,3,2,3,2,3,1,1,3,3,26
OG0003712,3,1,1,1,3,0,2,3,2,1,5,2,2,26
OG0003713,1,2,2,3,2,4,0,2,3,2,0,2,3,26
OG0003715,1,2,3,2,4,2,4,1,2,1,1,1,2,26
OG0003716,2,1,0,2,2,4,2,4,1,1,1,1,5,26
OG0003717,4,2,1,2,1,1,3,1,2,2,3,2,2,26
OG0003718,2,2,3,1,2,2,2,2,2,2,2,2,2,26
OG0003719,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003720,1,3,0,3,2,2,2,3,2,2,1,2,3,26
OG0003721,3,1,3,1,3,1,2,1,2,4,3,1,1,26
OG0003722,1,2,1,1,2,6,4,2,1,3,1,1,1,26
OG0003723,1,1,2,2,2,2,1,1,2,5,4,1,2,26
OG0003725,2,2,3,2,2,0,1,1,1,5,2,1,4,26
OG0003726,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003727,2,1,3,1,1,2,1,2,2,7,1,1,2,26
OG0003728,3,2,2,1,1,2,2,2,4,2,2,1,2,26
OG0003729,2,2,3,1,2,4,2,2,1,2,1,2,2,26
OG0003731,1,1,1,2,1,3,2,2,3,3,3,2,2,26
OG0003732,2,2,1,2,2,3,2,1,4,3,0,2,2,26
OG0003733,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003735,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003736,2,2,2,2,2,1,2,2,2,3,2,2,2,26
OG0003737,2,2,2,2,2,2,2,3,2,1,2,2,2,26
OG0003738,3,2,3,1,1,1,1,2,2,3,4,1,2,26
OG0003739,2,3,2,3,2,1,3,1,4,2,0,1,2,26
OG0003740,1,4,1,4,3,1,3,2,1,1,2,1,2,26
OG0003741,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003742,1,1,2,1,3,0,4,0,3,3,5,2,1,26
OG0003743,3,2,2,1,2,2,2,1,2,2,5,1,1,26
OG0003744,7,3,1,1,3,1,1,1,2,2,0,2,2,26
OG0003745,2,1,2,2,1,5,2,2,2,3,2,1,1,26
OG0003746,1,2,4,2,1,3,2,1,2,3,2,1,2,26
OG0003747,2,4,5,2,2,1,1,2,2,1,1,1,2,26
OG0003748,2,2,0,2,2,3,1,2,2,2,3,2,3,26
OG0003749,2,2,2,1,1,3,2,2,2,2,1,3,3,26
OG0003750,2,2,1,1,3,3,2,2,3,2,2,1,2,26
OG0003751,2,1,1,2,1,4,2,2,1,4,4,1,1,26
OG0003752,1,2,2,2,2,4,2,2,2,2,1,2,2,26
OG0003753,1,1,2,2,2,5,1,4,1,2,2,1,2,26
OG0003754,6,2,2,2,1,1,2,3,2,1,1,1,2,26
OG0003755,2,3,4,2,2,1,2,2,1,3,1,1,2,26
OG0003756,1,3,1,2,3,1,4,3,1,3,2,1,1,26
OG0003757,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003758,1,2,4,2,2,4,1,1,3,1,1,1,3,26
OG0003759,2,3,2,2,2,1,2,1,3,2,2,2,2,26
OG0003760,1,1,2,1,4,1,3,2,1,4,4,1,1,26
OG0003761,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003762,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003763,2,2,1,3,1,1,3,2,3,3,2,1,2,26
OG0003764,2,1,2,2,3,2,2,2,3,2,2,1,2,26
OG0003766,1,3,4,1,2,1,1,2,3,2,3,1,2,26
OG0003767,5,2,0,4,3,2,0,3,2,0,1,2,2,26
OG0003768,2,2,1,1,2,2,3,2,2,4,2,2,1,26
OG0003769,3,2,5,2,1,0,2,1,2,2,2,2,2,26
OG0003770,2,2,2,2,2,1,2,2,3,2,2,2,2,26
OG0003771,3,1,2,2,2,1,4,2,2,2,2,1,2,26
OG0003772,5,2,2,1,1,0,4,3,1,2,2,1,2,26
OG0003773,2,2,2,2,1,3,2,2,2,2,2,2,2,26
OG0003774,3,2,3,2,3,1,1,2,2,2,1,1,3,26
OG0003775,1,1,2,1,2,1,1,2,1,5,4,1,4,26
OG0003776,2,2,4,1,2,2,2,2,2,1,2,2,2,26
OG0003777,2,2,1,2,2,3,2,2,2,2,2,2,2,26
OG0003778,2,0,1,1,1,4,4,2,3,1,2,2,3,26
OG0003779,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003780,2,2,3,2,2,2,2,2,2,2,1,2,2,26
OG0003781,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003783,2,2,3,1,2,1,2,2,2,2,2,2,3,26
OG0003784,2,3,1,1,2,1,3,0,4,2,2,1,4,26
OG0003785,2,2,1,0,1,2,1,3,2,5,5,1,1,26
OG0003786,2,1,1,1,2,1,3,2,2,4,2,1,4,26
OG0003787,1,2,2,2,2,3,2,1,2,2,2,2,3,26
OG0003788,3,1,2,1,4,2,2,1,1,2,3,1,3,26
OG0003789,1,1,1,2,3,1,2,1,3,3,3,1,4,26
OG0003790,1,1,1,2,1,2,1,1,1,5,6,1,3,26
OG0003791,2,1,2,2,2,3,2,2,2,2,2,2,2,26
OG0003792,2,1,1,2,1,2,3,2,2,3,1,3,3,26
OG0003794,1,1,1,1,5,2,3,1,1,2,3,1,4,26
OG0003795,1,1,1,2,3,1,4,2,3,3,3,1,1,26
OG0003796,2,3,2,1,2,2,2,2,3,2,1,2,2,26
OG0003797,2,4,3,1,2,4,1,2,1,3,1,1,1,26
OG0003798,3,2,1,2,1,6,1,2,3,2,0,2,1,26
OG0003799,2,3,4,0,1,0,1,3,1,3,5,1,2,26
OG0003800,2,1,1,1,3,0,2,3,2,3,3,2,3,26
OG0003801,3,1,0,1,1,3,3,3,3,1,2,2,3,26
OG0003802,1,2,1,3,1,2,3,2,2,3,3,1,2,26
OG0003803,2,1,1,1,3,1,2,2,3,3,2,1,4,26
OG0003804,3,1,2,2,2,1,2,1,3,4,3,1,1,26
OG0003805,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003806,2,1,1,2,3,2,2,2,2,2,3,2,2,26
OG0003807,3,2,2,1,2,2,2,2,2,2,2,2,2,26
OG0003808,2,3,2,2,2,2,2,1,2,3,1,2,2,26
OG0003809,2,1,1,2,2,3,2,2,2,2,2,2,3,26
OG0003810,5,1,1,1,1,1,1,3,2,4,4,1,1,26
OG0003811,1,2,1,1,4,4,2,2,2,2,1,2,2,26
OG0003812,2,1,3,1,2,6,0,0,1,4,5,0,1,26
OG0003813,2,4,1,3,2,1,4,3,2,1,1,1,1,26
OG0003814,2,3,3,2,2,2,1,2,1,2,2,1,3,26
OG0003815,2,2,1,2,2,2,2,2,2,3,2,2,2,26
OG0003816,1,2,2,2,3,3,2,2,1,2,3,1,2,26
OG0003817,2,1,1,1,1,3,2,2,1,5,4,1,2,26
OG0003818,1,4,2,2,2,1,2,3,2,1,1,2,3,26
OG0003819,1,1,2,1,2,2,2,2,2,2,2,4,3,26
OG0003820,2,2,1,0,2,5,2,1,2,3,3,1,2,26
OG0003821,1,1,3,1,1,4,4,4,1,2,2,1,1,26
OG0003822,2,1,1,1,3,1,1,2,4,4,4,1,1,26
OG0003823,1,1,2,1,1,4,1,2,1,4,6,1,1,26
OG0003824,1,3,3,3,1,1,1,1,3,2,2,1,4,26
OG0003825,3,1,1,1,2,4,2,2,2,2,2,1,3,26
OG0003826,2,2,2,2,2,2,2,2,2,1,3,2,2,26
OG0003827,2,5,1,1,2,1,3,1,2,1,0,1,6,26
OG0003828,2,2,1,2,3,0,2,2,2,3,1,3,3,26
OG0003829,1,2,0,4,2,1,2,3,2,1,3,3,2,26
OG0003830,3,2,4,2,2,2,2,2,2,2,1,1,1,26
OG0003831,2,2,1,1,2,1,5,2,2,2,2,2,2,26
OG0003832,1,4,4,2,2,0,2,1,1,3,3,1,2,26
OG0003833,3,2,2,2,2,4,2,2,1,1,1,2,2,26
OG0003834,2,2,2,2,1,1,1,3,3,3,3,1,2,26
OG0003835,2,4,1,3,1,0,3,2,3,2,2,1,2,26
OG0003836,2,1,3,2,2,2,2,2,2,3,2,1,2,26
OG0003837,4,2,1,3,3,3,2,1,2,2,1,1,1,26
OG0003838,1,1,4,0,1,3,2,1,2,6,3,1,1,26
OG0003839,1,2,2,2,1,2,3,2,0,4,3,1,3,26
OG0003840,2,2,2,2,2,2,2,3,3,1,1,2,2,26
OG0003841,2,2,2,2,2,2,2,2,2,3,2,1,2,26
OG0003842,2,2,2,2,1,3,2,1,2,3,2,1,3,26
OG0003843,2,2,1,2,2,2,2,2,4,2,2,1,2,26
OG0003844,1,3,3,1,3,3,1,2,1,3,3,1,1,26
OG0003845,1,2,1,2,2,2,3,2,3,2,2,2,2,26
OG0003846,2,2,0,3,2,2,2,1,2,4,2,2,2,26
OG0003847,3,1,2,2,2,2,1,1,3,4,3,1,1,26
OG0003848,1,2,1,2,2,2,2,1,4,2,3,2,2,26
OG0003849,1,3,2,3,4,0,3,1,1,3,3,1,1,26
OG0003850,2,2,1,1,2,1,1,1,2,3,3,3,4,26
OG0003851,3,1,3,0,1,1,2,2,3,2,2,3,3,26
OG0003852,1,1,0,1,2,0,3,1,5,4,4,2,2,26
OG0003854,2,1,1,2,2,0,2,1,3,5,1,3,3,26
OG0003855,2,3,1,2,2,3,3,1,3,2,0,2,2,26
OG0003856,2,1,2,0,4,2,2,3,2,2,1,3,2,26
OG0003858,1,2,3,1,2,1,1,1,2,5,5,1,1,26
OG0003859,1,2,0,1,1,6,2,1,2,2,3,2,3,26
OG0003860,2,3,2,3,3,1,2,3,1,2,1,2,1,26
OG0003861,1,2,2,2,2,2,1,2,2,3,3,2,2,26
OG0003862,1,1,2,4,1,3,2,1,2,3,1,2,3,26
OG0003863,4,3,1,1,2,2,1,1,3,3,2,2,1,26
OG0003864,3,2,0,3,5,0,3,3,1,1,1,2,2,26
OG0003865,2,2,4,1,2,1,2,3,2,3,1,2,1,26
OG0003866,4,4,4,1,4,0,1,1,1,2,2,1,1,26
OG0003867,3,2,2,2,2,2,2,1,2,2,2,2,2,26
OG0003868,1,1,1,1,2,1,4,2,2,3,2,1,5,26
OG0003869,3,2,1,1,2,3,4,2,2,2,1,2,1,26
OG0003870,3,3,4,2,1,5,1,4,1,1,0,1,0,26
OG0003871,2,3,2,1,2,3,4,3,4,0,0,1,1,26
OG0003873,4,2,3,2,2,1,2,2,2,2,0,1,3,26
OG0003874,2,2,2,1,2,4,2,1,1,3,2,1,3,26
OG0003875,1,2,0,2,3,4,3,1,1,3,0,2,4,26
OG0003876,6,2,2,1,1,1,3,2,1,2,3,1,1,26
OG0003877,1,2,4,3,1,1,3,1,3,1,1,2,3,26
OG0003878,2,4,0,2,3,3,0,2,2,2,0,3,3,26
OG0003879,1,1,1,3,1,2,3,1,3,4,0,1,5,26
OG0003880,1,3,0,3,2,2,2,3,2,2,1,2,3,26
OG0003881,1,1,3,1,1,1,4,2,4,3,2,1,2,26
OG0003882,1,2,3,1,2,4,2,1,3,2,1,1,3,26
OG0003883,3,2,5,1,1,1,3,1,3,2,2,1,1,26
OG0003884,4,0,1,3,2,2,2,3,2,2,2,1,2,26
OG0003885,1,1,1,1,3,0,4,2,3,2,3,2,3,26
OG0003886,1,2,3,2,2,1,2,1,2,2,2,2,4,26
OG0003887,1,2,1,2,2,2,1,1,3,4,4,1,2,26
OG0003888,1,1,1,3,3,2,2,1,4,3,3,1,1,26
OG0003889,2,2,3,1,1,1,3,2,1,4,3,2,1,26
OG0003890,2,2,0,2,1,3,2,2,2,4,3,1,2,26
OG0003891,1,1,4,1,1,1,1,2,1,6,5,1,1,26
OG0003892,2,2,3,2,2,1,3,2,3,2,1,1,2,26
OG0003893,3,2,0,3,2,2,2,1,2,2,3,2,2,26
OG0003894,1,2,0,2,2,3,2,3,2,2,2,2,3,26
OG0003895,1,1,6,2,2,1,4,1,3,1,1,1,2,26
OG0003896,3,1,3,0,2,1,1,1,1,6,5,1,1,26
OG0003897,2,1,1,2,3,4,1,3,1,2,2,1,3,26
OG0003898,2,2,2,2,2,2,2,2,2,2,2,2,2,26
OG0003899,1,2,1,2,4,2,1,2,2,2,2,2,3,26
OG0003900,1,2,2,1,2,4,1,2,2,3,3,1,2,26
OG0003901,3,2,2,2,2,1,3,1,2,1,1,5,1,26
OG0003902,1,1,0,3,3,2,3,1,3,2,3,2,2,26
OG0003903,2,2,2,2,2,1,2,2,2,2,3,2,2,26
OG0003904,1,3,2,2,1,3,2,1,1,3,3,2,2,26
OG0003905,1,2,1,2,1,5,2,2,2,2,1,1,4,26
OG0003906,2,3,2,3,3,2,1,3,1,2,1,2,1,26
OG0003907,2,3,0,1,2,1,4,1,3,2,2,3,2,26
OG0003908,1,1,1,2,3,1,3,1,2,3,4,2,2,26
OG0003909,1,5,4,3,2,0,2,2,1,0,1,1,4,26
OG0003910,3,2,3,2,2,2,2,2,2,1,2,1,2,26
OG0003911,1,2,3,1,3,4,2,1,3,1,1,2,2,26
OG0003912,1,1,2,1,3,2,3,6,3,0,0,2,2,26
OG0003913,2,3,1,1,3,2,2,2,2,2,2,1,3,26
OG0003914,2,1,4,2,1,1,1,2,1,4,5,1,1,26
OG0003915,3,2,3,2,2,1,2,3,1,2,2,1,2,26
OG0003916,3,2,2,1,2,3,2,1,2,2,2,2,2,26
OG0003917,2,2,2,1,3,1,4,2,2,1,1,1,4,26
OG0003919,1,2,1,2,3,2,2,2,3,2,3,0,3,26
OG0003920,3,1,0,0,1,3,2,2,2,4,2,2,4,26
OG0003921,1,2,0,2,1,2,2,3,2,4,3,2,2,26
OG0003922,1,2,0,2,3,1,1,2,3,1,1,4,5,26
OG0003923,1,2,2,2,2,4,2,1,2,3,3,1,1,26
OG0003924,2,1,2,1,1,5,1,2,2,4,3,1,1,26
OG0003925,1,1,1,1,4,1,1,3,3,3,4,0,3,26
OG0003926,1,2,1,0,2,3,3,2,4,4,1,1,2,26
OG0003927,2,2,3,2,3,0,2,1,2,3,3,1,2,26
OG0003928,1,2,1,2,1,2,2,4,2,2,2,2,3,26
OG0003929,1,2,2,1,2,1,2,2,3,4,3,2,1,26
OG0003930,1,1,2,1,3,0,4,2,3,3,3,1,2,26
OG0003931,3,3,0,4,0,0,3,1,5,2,3,1,1,26
OG0003932,2,2,0,2,3,3,2,3,1,2,3,1,2,26
OG0003933,1,2,1,2,3,3,2,3,3,4,0,1,1,26
OG0003934,2,1,3,1,2,1,3,2,2,3,2,1,3,26
OG0003935,3,2,3,2,2,1,2,2,2,1,3,1,2,26
OG0003936,1,2,1,2,3,3,2,2,2,4,1,1,2,26
OG0003937,2,1,2,0,4,1,3,1,1,3,2,2,4,26
OG0003938,1,2,1,0,2,2,3,1,3,2,2,2,5,26
OG0003939,3,1,1,2,6,2,2,2,1,2,2,1,1,26
