λ_1,λ_2,λ_3,λ_4,λ_5,λ_6,λ_7,λ_8,λ_9,λ_10,λ_11,λ_12,λ_13,μ_1,μ_2,μ_3,μ_4,μ_5,μ_6,μ_7,μ_8,μ_9,μ_10,μ_11,μ_12,μ_13,q_1,q_2,q_3,q_4,q_5,η
-0.5165224328298695,0.062093777806823174,-1.013077284662423,-0.7380641152913198,-0.371134231858227,-0.552436550496287,-0.3916033178911752,-1.239952137585611,0.3017348890241709,-1.9852088853882346,-0.5823623775088587,-0.5894820140598895,0.5226798303604125,-0.11925051513455803,-1.530128226339932,-0.11386535283582858,-0.8198429821164056,-0.17923935037997962,-0.2706378128381392,-0.0879055893933232,0.30598244759047544,0.12331925407994725,-0.03318062888552273,-0.9514077995525687,-0.3544058996112035,-1.356715677996735,0.01835871337686665,0.2618280424167346,0.0019192543305715762,0.015962546224090435,0.007048512662978055,0.923192621973113
-0.4116245449201228,0.08109856448529199,-1.1897783623073157,-0.4276679314267471,0.034251825350936384,-0.18667144023022791,-0.4796698306843541,-0.6049857495047289,0.43763047591891835,-0.7642383056002566,-0.4501951325670027,-0.7586327198157556,-1.2451446013976584,0.09766130605540665,-1.6304038449852198,-0.2687154828075565,-0.3107961250225444,0.00711438148446273,-0.2178308601464824,-0.02864058332429749,-0.021580819660489664,0.4775787178955843,-0.8740742867848833,-0.5939887435233883,-0.390637855315591,0.06446423197596512,0.006487627619311935,0.24911650381225492,0.000565532528839869,0.01258766915979617,0.0002671997762527532,0.8873270254504801
-0.4829161387587625,0.0425179735948926,-1.0057513195754204,-0.7255507145166766,-0.41997297936045,-0.551317999584054,-0.4312565631206862,-1.7123889449935574,0.3243546896297711,-1.9835526889809845,-0.6074318023148062,-1.0489463898291222,0.5163000690675852,-0.46426390160588815,-1.555328388308728,-0.08875272119918631,-0.8950955951698772,-0.17139332424540463,-0.33396032246953283,-0.07897986451369993,0.06374780729108656,0.17118926124835668,0.12687575914775182,-1.0024281010644351,-0.22730599596907547,-1.350176538649973,0.03268139916371406,0.26116429177159234,0.0010304516787016625,0.021427871686909634,0.006058394669354711,0.92424759229765
-0.48981688854269756,0.07419077764810386,-1.0596870424432858,-0.6979017723106962,-0.38429910716172266,-0.6099741874814908,-0.4117982696916902,-2.221350384523179,0.25523143572418383,-1.8336237065280823,-0.4931953896466827,-0.9554733248653355,0.018736298452028954,-0.5058662970845553,-1.4693934555194588,-0.2128451263447082,-0.8359730626097902,-0.10977544702510218,-0.333307439880066,-0.09614316026682246,0.5984191724783305,0.05440239764826031,-0.3841565101671016,-0.8696835687198529,-0.15935377132770756,-0.8951429730650793,0.03829810940880658,0.24333329919791435,0.0003175391130479811,0.02363181386885283,0.0017905420468657743,0.9257583564651438
-0.37016669461012414,0.0003645709770532836,-1.1958513999462965,-0.40141759671427735,0.03404786300071464,-0.14123738140797537,-0.299652506947936,-0.4144947716805906,-0.20472043820198796,-2.304470364231842,-1.1097753301141675,-0.8961715713583845,-1.5598090798559507,0.13169670606340655,-1.6730459597627327,-0.09023845775377123,-0.41703966436020173,-0.07543609409227463,-0.24150874058361824,-0.058998704508333964,-0.186688712091514,0.6371956140990848,-1.2473315306633461,-0.728715225423656,-0.3723500202929764,-1.177305617211995,0.0012772584152290108,0.2776054804516438,0.001571268018221937,0.058839742561123135,0.0003141420401522199,0.8827540192851728
-0.3930318548810619,0.04455864866303391,-1.0280686117735234,-0.7109961197588917,-0.23387815819011254,-0.6517058866966381,-0.5983434438199551,-1.2455486395393858,-0.1943424067156206,-0.9117048378675476,-0.07084910824268333,-0.5703582611740259,0.4827964979761976,-0.3209825589602836,-1.6147207921957947,-0.2748371479282827,-0.8613213480903209,0.004765712065847822,-0.10562743601778561,0.016930042971839223,-1.2692056214305605,0.2998168920713099,-0.14392416081390616,-0.8641053922673241,-0.3742932862154764,0.5541622931098446,0.024420398866506886,0.1905277030422288,0.003096213903141642,0.07504543231478873,0.006600302026992973,0.9108551847146832
-0.44512769198488644,0.1167193253757764,-1.0786690888712762,-0.40132559506018967,-0.1783372930246092,-0.04465347164534178,-0.4005723941639928,-0.5510975646201992,-0.36425693168276696,-1.6715750034872574,-0.47630381075813866,-0.9918776242337861,-1.3359446632296972,0.17537174549084666,-1.6147420538187187,-0.018810445327197382,-0.35374809036815746,-0.0449423341047071,-0.18948968113143907,-0.06843295375430802,-0.7025755934002271,0.5189808369298736,-0.972415504029247,-0.6496363317386399,-0.7158793475066912,0.21214304489790603,0.01119119089294504,0.24949846469421763,0.004782446499237519,0.09416989321366294,0.00038260767705232634,0.9011642390383242
-0.4806937609245044,0.0028255701742796943,-1.1684717255665227,-0.75512703193869,-0.2447104444708904,-0.7181941822852246,-0.5015837579653933,-1.189423661645105,-0.23797919867271938,-0.8782730936209361,-0.4924637609300895,-0.2951119222109186,0.13961948565090282,-0.24113919494444652,-1.5177611858115352,-0.2671456242479131,-0.8575758014477283,0.01722971355877939,-0.1679218844380002,-0.018398534949774177,-0.752223509578836,0.3086997857025698,-0.48119637690801,-0.9313286355964004,-0.4026894300563596,0.027242325196357386,0.001262838933761347,0.23774006601446773,0.002530095274400215,0.08564165066995831,0.005943722746746164,0.89524982208877
-0.5133897150343375,0.0566070802327155,-1.0764098147121335,-0.5365197456929229,-0.0818453811021728,-0.5320731478201643,-0.5461199007609494,-0.7313877541080323,-0.6993459051985905,-1.05819294524576,-0.5765508418490207,-0.9539619723828393,-1.1807291190199969,-0.19174539112016406,-1.7523301926402155,-0.039816243198392276,-0.4788410951500202,0.1591266350003413,0.039420567464798474,0.1549972896759432,0.1732852471125477,0.48176391578135114,-0.38634008581163204,-1.0989842302167376,-0.2504590182136658,-0.4277704555419405,0.03318958558067027,0.2576106176733851,0.0004954587883371238,0.15538839453643458,0.0006572549714114386,0.924724519383052
-0.4331257015526183,0.11257787354528911,-1.190385520837028,-0.48422713261011197,-0.2638401266053675,-0.43914091289056284,-0.6525695096822131,-1.010137544987758,-0.6606154803272521,-0.936185241828264,-0.41947328272882517,-0.35379574118307344,-0.963147807099662,-0.050863559405182786,-1.6578925479087925,-0.023944951556602104,-0.44494467497150125,-0.13281290049013036,-0.05310991508741651,0.011345697837998249,-0.5839732191969291,0.4859070536050509,-0.610194714262771,-1.2987684844064968,0.41089987225136504,0.2481285461808962,0.009531624613207546,0.2608282773727807,0.01214225168921006,0.10984535206489889,0.0003369944325018681,0.9231751987661077
-0.49938270466673207,-0.01196078894901055,-0.8907474468481642,-0.6021852131246137,-0.17051528966586676,-0.2920617149159723,-0.20565492414563716,-0.6244219351456031,-0.20133443721617308,-1.2421039932531268,-0.5315893674278025,-0.682417637512441,-0.40615796147757793,-0.4242401704883505,-1.8084073542827581,-0.23715461421770598,-0.796439528372565,-0.04536119369569502,-0.3311783409294438,-0.06157658576191785,0.30813925294286737,0.2813259642064601,-1.3168221880153794,-0.4915080123456962,-1.3776740825054268,-2.1302297655347777,0.01967022799573885,0.1999102697495745,0.00020165172435122563,0.08519187052504154,0.004015631497699361,0.9004644473688428
-0.42005787411461976,0.0758970850122853,-1.3209552694623041,-0.581333162156852,-0.1923612571315626,-0.4780676401096085,-0.6141269708988861,-2.361346911292145,-0.6260878250865781,-2.270342301601649,-0.5301760326010074,-0.9470087181363571,-1.534102203458818,0.0340015698784302,-1.848699744037924,0.007142064521642703,-0.3434187617907985,-0.05599770810576366,-0.1471041639944869,-0.048162538653056336,-0.7343207408428967,0.5746296664210583,0.05142149374158424,-1.1277104847530868,0.7325459312853697,1.802580545103521,0.0027906063382275937,0.2684449150692554,0.0063501605348552925,0.12044725400459214,0.0011326645340187045,0.9166312738299948
-0.45526608213848074,0.07004827444406866,-0.8935781286231721,-0.5934944330900042,-0.24610361491720495,-0.38010533331469076,-0.31065702057669264,-0.1906023814362764,-0.06137813892778278,-0.712187535995137,-0.6104307602743542,-0.6738300515884825,0.039014234293330285,-0.6227705825268562,-1.6657602445371555,-0.38263952939277723,-0.7428506446944221,-0.03679994761270624,-0.1772130808649151,-0.14102901834588308,-1.622227875924041,0.2080650093749467,-0.7053506346511993,-0.5808182933472175,-1.3109131988100484,-0.2648743144590263,0.005947774665046162,0.2003033310456919,0.002339279882142871,0.06567858994094943,0.00016008531889830682,0.9015254454196283
-0.405759675056907,0.07700834926795096,-1.4361088236413855,-0.5608477723411457,-0.15227937657059593,-0.36154580547477805,-0.5849373731754919,-1.704694593238152,-0.4711252161526286,-1.6725157856506072,-0.40377665924124795,-0.9110583424866705,-0.9873091701358463,0.4152316170264597,-1.763394963992869,0.06467003548183091,-0.48275527610838415,-0.04949384020133502,-0.3157277805994042,-0.011555627530544385,0.4228808677764774,0.5610295074054007,-0.3294385288076348,-1.0955369097686989,1.265514654202051,-0.5533261424404893,0.001384664886736403,0.2582113816318308,0.0027405874305597186,0.1071773746182111,9.273187586678466e-5,0.910093190842213
-0.4931903828540024,0.015672398372164976,-1.1654258741534855,-0.5088115022724744,-0.379318666441702,-0.29452680071967385,-0.3915919332358149,-0.3174304344911358,-0.6997311153657002,-0.9760714909207802,-0.50960223073639,-0.23113215396866402,-0.04889228400677967,-0.6850894420460669,-1.4961569393899787,-0.3987265624313289,-0.6722792197957016,-0.16736414907246588,-0.16182788128653358,-0.09831143359076158,-0.8137879413716735,0.2406632278995689,-1.6818303385826958,-0.7241794429358277,-0.8912440191062017,-0.16835150174436925,0.002523133060362675,0.2655330239019572,0.0032344200568755373,0.1346558780071726,0.007296103500969529,0.8880829840758452
-0.32291090412618606,-0.01151913898037267,-1.0261546764041973,-0.6983703380018502,-0.00889283478145192,-0.447613032024568,-0.5116280595007786,-1.9910306013846892,0.6283020655083367,-1.561176607454127,-0.35391920067560645,-1.3969612028247442,-0.991947747912696,0.1272892329969597,-1.626192139891575,0.07486849015315221,-0.6173662629841411,0.04501233432176348,-0.26467932714924874,0.005216393238409691,0.44827622529916333,0.5862260926217777,-1.2736539187582172,-0.9668692932753239,0.5339126864360311,0.5262607752386276,0.008446521017040388,0.2795354346348324,0.00160576502838315,0.02002586083633078,0.00015863782551555272,0.9293113125428176
-0.3794483030622458,0.1217142562532555,-1.159495054591066,-0.4450265133688681,-0.3317507788581781,-0.2589719850618611,-0.45675275027076045,-0.5027112165233781,-0.24464127145995107,-0.8650965126644392,-0.42631464459181334,-0.49389618674850533,-0.1900649670158872,-0.5486063314389578,-1.5393406312054339,-0.3154166727930767,-0.6683320462522035,-0.27096764360760894,-0.16042622993440742,-0.036304112873807394,0.11743306684668708,0.02431006186121943,-0.7616609586323432,-0.7107942236896331,-0.8652021248922663,-0.46677964365848834,0.011977679195420294,0.25026253400184034,0.0020101430691753606,0.11008405784214591,0.0005333471529051771,0.8923503884264188
-0.498949703273453,0.045717771785529146,-1.0574709716239101,-0.7220419535565589,-0.0372134545274803,-0.4786694983865735,-0.4735936079917062,-1.2171976117712304,-0.7656688806999188,-1.657547206604031,-0.5478696065506765,-0.7879057241679074,-0.4877749937371195,-0.17231725397268327,-1.831552472615081,0.01815225437974075,-0.47644008629388374,0.1490583395548966,-0.13091884345594504,-0.05146640376760335,0.38356116868161505,0.5387731755867274,-1.5341255856167468,-1.0412316702463211,0.5855732243445234,1.0097347500037477,0.01352561673873232,0.2457622563115171,0.004669467906506281,0.16724529322612183,0.003792075140587739,0.9231978650293065
-0.4011466020010178,0.09422899306775688,-1.156546433410418,-0.446020868102442,-0.2391828472436341,-0.25519501859017013,-0.48518595767164685,-0.9256658036631903,0.08105790919854115,-0.7867388884233047,-0.5777021805063124,-0.7813285112825923,-0.26443054238663244,-0.07538796933675646,-1.538699005699051,-0.20542418438303525,-0.670301665376492,-0.40119946713651955,-0.03508485850635476,0.06037226837774085,-0.25975655376111106,0.011522708563841848,-0.19374913638120322,-0.7195486066287483,-1.152376893803755,-0.8274201082394513,0.0026805360759053634,0.22227923005171954,0.002008563783031239,0.08425180959443124,0.0011633685428495092,0.8967413817124545
-0.5068520163013617,0.052268254469767,-0.9387218381158978,-0.6827711437410702,-0.23510969379448504,-0.489365210243368,-0.26908228010443014,-0.6551114199002074,-0.37947228068666267,-1.3190622876063893,-0.1166758057259491,-0.4705524955740324,-0.7723213748532187,-0.3122756697442498,-1.7227914587338322,-0.06303584545833466,-0.5343816832620173,0.18916037896032523,-0.3318235368097622,-0.09635017162761918,-1.785329817816422,0.49811039431974213,-0.5040778667219801,-1.0940215722463882,1.1393579501277302,0.2155390975389008,0.024190188120668293,0.23628053623652684,0.005414560177329433,0.11471547413202214,0.00389611810172612,0.9145359536837612
-0.5316027721328473,0.012776362659336557,-0.9675663452786655,-0.6216544665162216,-0.18222497194278625,-0.45275332233959165,-0.30698233090120514,-0.5673515529878291,-0.538410041965075,-1.2786436050734509,-0.12810127468217677,-0.6526265921696144,-0.7310584314813305,-0.35983284615309574,-1.7242420684494069,-0.04881304831691212,-0.48048560547313696,0.20910656334592695,-0.2784357360862279,-0.09748209792186947,-1.7788821826218957,0.5400097848995986,-0.5649904997485801,-1.0837650869111615,1.0162353507676058,0.21499752407270323,0.016935242494294307,0.24019543475187763,0.0047939417660577245,0.0970674595042296,0.0021140841788851597,0.916090796298977
-0.31292535329697097,0.05897619087577762,-1.1075817750208146,-0.5773996544774436,-0.09443421688945655,-0.4082754940847985,-0.39763688381248674,-0.7784317552658684,-0.6341636793548849,-0.7250884542382965,-0.3913526319461187,-0.523905918595441,-0.34338604579198456,-0.1952363953543014,-1.7931462787339136,-0.1786519390962457,-0.790949152884922,-0.2541968657451418,-0.10575864827743414,0.0728814826538759,-0.03776701417442485,0.34659145314271356,-0.7285782423516436,-0.8489301804048649,-1.0494318584819893,-0.5985484278887069,0.009666739722079836,0.20588743470440518,0.001158925614402431,0.12500689592981437,0.0002551794327243193,0.9006607491126816
-0.5224972135041116,-0.037728456649042244,-0.8780849049154927,-0.6771301659490093,-0.11468687988432251,-0.7038774131785054,-0.4005521946518325,-0.6800725129709145,-0.2817666991120108,-1.0621257376646835,-0.21262685959420308,-0.8243181102525342,0.060639745393425884,-0.29774392575166847,-1.8307184790097508,-0.20603203649534665,-0.5353153773979287,-0.07130666121689001,-0.40531640167564076,-0.1308028735674577,-0.7255703477322173,0.5758762490873858,-0.9535815783899874,-1.0676997009874085,-0.16640201619962935,-0.1479228518970944,0.01830253665965038,0.24036222303150281,0.009889760787590667,0.07978577769834148,0.009274079181635109,0.9142493090532666
